ID,sex,race,eyes
A80665,Male,Dark,Dark
A80675,Male,Dark,Dark
A80693,Male,Dark,Dark
A80710,Male,White,Blue
A80761,Male,Dark,Dark
A80811,Male,Dark,Dark
A80814,Male,Dark,Dark
A80834,Male,Dark,Dark
A80915,Male,Dark,Dark
A80929,Male,White,Dark
A81024,Male,Dark,Dark
A81091,Male,Dark,Dark
A81099,Male,Dark,Dark
A81100,Male,Dark,Dark
A81126,Male,White,Dark
A81135,Male,Dark,Dark
A81170,Male,Dark,Dark
A81377,Male,Dark,Dark
A81381,Male,Dark,Dark
A81401,Male,Dark,Dark
A81442,Male,Dark,Dark
A81444,Male,Dark,Dark
A81457,Male,White,Dark
A81553,Male,Dark,Dark
A81563,Male,Dark,Dark
A81574,Male,White,Blue
A81630,Male,White,Dark
A81636,Male,Dark,Dark
A81652,Male,Dark,Dark
A81692,Male,Dark,Dark
A81704,Male,Dark,Dark
A81716,Male,Dark,Dark
A81754,Male,Dark,Dark
A81775,Male,Dark,Dark
A81779,Male,White,Hazel
A81783,Male,Hispanic,Green
A81795,Male,Dark,Dark
A81804,Male,Dark,Dark
A81811,Male,Dark,Dark
A81850,Male,White,Dark
A81855,Male,White,Blue
A81889,Male,Dark,Dark
A81893,Male,Dark,Dark
A81921,Male,Dark,Dark
A81938,Male,Dark,Dark
A81991,Male,Dark,Dark
A82017,Male,Dark,Dark
A82077,Male,Dark,Dark
A82091,Male,Dark,Dark
A82092,Male,Dark,Dark
A82134,Male,White,Not Available
A82169,Male,Dark,Dark
A82180,Male,Dark,Dark
A82195,Male,Dark,Dark
A82197,Male,Dark,Dark
A82254,Male,Dark,Dark
A82291,Male,Dark,Dark
A82300,Male,Dark,Dark
A82318,Male,Dark,Dark
A82333,Male,White,Dark
A82357,Male,Dark,Dark
A82405,Male,Dark,Dark
A82455,Male,White,Blue
A82458,Male,Dark,Dark
A82498,Male,White,Green
A82509,Male,Dark,Dark
A82547,Male,White,Hazel
A82558,Male,Dark,Dark
A82579,Male,Dark,Dark
A82580,Male,Dark,Dark
A82598,Male,Dark,Dark
A82609,Male,Dark,Dark
A82642,Male,Dark,Dark
A82721,Male,Dark,Dark
A82768,Male,Dark,Dark
A82771,Male,Dark,Dark
A82774,Male,Dark,Dark
A82791,Male,Dark,Dark
A82847,Male,Dark,Dark
A82875,Male,White,Blue
A82899,Male,Dark,Dark
A82902,Male,Dark,Dark
A82903,Male,White,Blue
A82914,Male,Dark,Dark
A82944,Male,White,Blue
A82951,Male,Dark,Dark
A82968,Male,White,Dark
A82978,Male,Dark,Dark
A82981,Male,Dark,Dark
A82994,Male,Dark,Dark
A83003,Male,Dark,Dark
A83031,Male,Dark,Dark
A83037,Male,Dark,Dark
A83069,Male,White,Hazel
A83084,Male,Dark,Dark
A83094,Male,Dark,Dark
A83101,Male,White,Green
A83118,Male,Dark,Dark
A83163,Male,Dark,Dark
A83165,Male,Dark,Dark
A83166,Male,Dark,Dark
A83208,Male,Dark,Dark
A83241,Male,Hispanic,Dark
A83281,Male,Dark,Dark
A83283,Male,White,Dark
A83284,Male,Dark,Dark
A83293,Male,Dark,Dark
A83302,Male,White,Gray
A83338,Male,Dark,Dark
A83344,Male,White,Dark
A83405,Male,Dark,Dark
A83427,Male,Dark,Dark
A83437,Male,Dark,Dark
A83508,Male,Hispanic,Dark
A83550,Male,Dark,Dark
A83581,Male,Dark,Dark
A83608,Male,Dark,Dark
A83613,Male,Hispanic,Dark
A83622,Male,Dark,Dark
A83630,Male,Dark,Dark
A83664,Male,Dark,Dark
A83673,Male,Dark,Dark
A83711,Male,Dark,Dark
A83722,Male,White,Dark
A83746,Male,Dark,Dark
A83748,Male,Dark,Dark
A83808,Male,Dark,Dark
A83817,Male,Dark,Dark
A83822,Male,Dark,Dark
A83855,Male,Dark,Dark
A83856,Male,Hispanic,Dark
A83907,Male,Dark,Dark
A83913,Male,White,Dark
A83946,Male,Dark,Dark
A85068,Male,Hispanic,Dark
A86028,Male,White,Blue
A86063,Male,Dark,Dark
A86071,Male,White,Dark
A86099,Male,Dark,Dark
A86226,Male,White,Blue
A86258,Male,White,Dark
A86277,Male,White,Dark
A87092,Female,Dark,Dark
A87116,Female,Dark,Dark
A87167,Female,Dark,Dark
A87634,Male,White,Dark
A87730,Male,White,Hazel
A87828,Male,Dark,Dark
A87851,Male,White,Hazel
A87924,Male,Dark,Dark
A87981,Male,White,Dark
A87996,Male,White,Blue
A88000,Male,White,Blue
A88018,Male,Dark,Dark
A88072,Male,White,Hazel
A88090,Male,White,Blue
A88099,Male,White,Dark
A88114,Male,White,Blue
A88180,Male,Dark,Dark
A88255,Male,White,Blue
A88425,Male,White,Dark
A88447,Male,Dark,Dark
A88460,Male,Dark,Dark
A90087,Male,Dark,Dark
A90145,Male,White,Dark
A90171,Male,Dark,Dark
A90185,Male,Dark,Dark
A90240,Male,Dark,Dark
A90268,Male,Dark,Dark
A90315,Male,White,Dark
A90333,Male,White,Dark
A90344,Male,Dark,Dark
A90392,Male,Dark,Dark
A90409,Male,White,Dark
A90420,Male,Dark,Dark
A90478,Male,Dark,Dark
A90485,Male,White,Hazel
A90506,Male,Dark,Dark
A90510,Male,Dark,Dark
A90513,Male,Dark,Dark
A90532,Male,Dark,Dark
A90577,Male,Dark,Dark
A90592,Male,Dark,Dark
A90608,Male,Dark,Dark
A90663,Male,Dark,Dark
A90706,Male,Dark,Dark
A90720,Male,Dark,Dark
A90733,Male,White,Blue
A90770,Male,Dark,Dark
A90846,Male,Dark,Dark
A90860,Male,Dark,Dark
A90868,Male,White,Hazel
A90881,Male,Dark,Dark
A90903,Male,Dark,Dark
A90911,Male,Dark,Dark
A90937,Male,Dark,Dark
A90949,Male,Dark,Dark
A90976,Male,Dark,Dark
A90986,Male,Dark,Dark
A91016,Male,Dark,Dark
A91040,Male,Dark,Dark
A91041,Male,Dark,Dark
A91082,Male,Dark,Dark
A91177,Male,Dark,Dark
A91213,Male,Dark,Dark
A91250,Male,Dark,Dark
A91256,Male,White,Green
A91307,Male,Dark,Dark
A91362,Male,Dark,Dark
A91375,Male,Dark,Dark
A91381,Male,Dark,Dark
A91399,Male,Dark,Dark
A91433,Male,White,Dark
A91437,Male,Dark,Dark
A91478,Male,White,Blue
A91487,Male,Dark,Dark
A91495,Male,Dark,Dark
A91509,Male,Dark,Dark
A91518,Male,Dark,Dark
A91584,Male,Dark,Dark
A91609,Male,Dark,Dark
A91619,Male,Dark,Dark
A91687,Male,Hispanic,Dark
A91717,Male,Dark,Dark
A91769,Male,Dark,Dark
A91775,Male,Dark,Dark
A91779,Male,Hispanic,Dark
A91784,Male,Dark,Dark
A91791,Male,Hispanic,Dark
A91793,Male,Dark,Dark
A91814,Male,Hispanic,Dark
A91815,Male,Dark,Dark
A91837,Male,Dark,Dark
A91846,Male,Dark,Dark
A91848,Male,White,Hazel
A91885,Male,White,Dark
A91970,Male,Dark,Dark
A91992,Male,Dark,Dark
A91993,Male,Dark,Dark
A92021,Male,Hispanic,Dark
A92033,Male,White,Blue
A92080,Male,Dark,Dark
A92120,Male,Dark,Dark
A92127,Male,Dark,Dark
A92146,Male,Dark,Dark
A92178,Male,Dark,Dark
A92207,Male,White,Hazel
A92240,Male,White,Blue
A92275,Male,White,Green
A92280,Male,Dark,Dark
A92299,Male,Dark,Dark
A92318,Male,Dark,Dark
A92381,Male,Dark,Dark
A92410,Male,White,Blue
A92424,Male,Dark,Dark
A92426,Male,Dark,Dark
A92428,Male,Dark,Dark
A92472,Male,Dark,Dark
A92474,Male,Dark,Dark
A92482,Male,Dark,Dark
A92551,Male,Dark,Dark
A92579,Male,Dark,Dark
A92623,Male,White,Dark
A92661,Male,Dark,Dark
A92662,Male,Dark,Dark
A92750,Male,White,Blue
A92800,Male,Dark,Dark
A92816,Male,Hispanic,Dark
A92828,Male,Dark,Dark
A92877,Male,Dark,Dark
A92888,Male,Dark,Dark
A92903,Male,Dark,Dark
A92929,Male,Dark,Dark
A92942,Male,Dark,Dark
A92945,Male,Dark,Dark
A92974,Male,Dark,Dark
A93015,Male,Dark,Dark
A93033,Male,Dark,Dark
A93039,Male,Dark,Dark
A93053,Male,Dark,Dark
A93067,Male,Dark,Dark
A93071,Male,Dark,Dark
A93080,Male,Dark,Dark
A93094,Male,Dark,Dark
A93108,Male,White,Hazel
A93136,Male,Dark,Dark
A93184,Male,White,Dark
A93199,Male,Hispanic,Dark
A93211,Male,Hispanic,Dark
A93232,Male,White,Dark
A93248,Male,White,Blue
A93251,Male,White,Hazel
A93266,Male,Dark,Dark
A93267,Male,Dark,Dark
A93270,Male,Dark,Dark
A93275,Male,Dark,Dark
A93280,Male,White,Dark
A93333,Male,Dark,Dark
A93339,Male,Dark,Dark
A93421,Male,Dark,Dark
A93441,Male,Dark,Dark
A93480,Male,White,Dark
A93489,Male,Dark,Dark
A93501,Male,Dark,Dark
A93524,Male,Dark,Dark
A93553,Male,Dark,Dark
A93570,Male,Dark,Hazel
A93573,Male,Dark,Dark
A93601,Male,Dark,Dark
A93650,Male,Dark,Dark
A93664,Male,Dark,Dark
A93676,Male,Dark,Dark
A93696,Male,Dark,Dark
A93699,Male,Dark,Dark
A93734,Male,Dark,Dark
A93747,Male,Dark,Dark
A93754,Male,Dark,Dark
A93755,Male,Dark,Dark
A95046,Male,Dark,Dark
A96043,Male,Dark,Dark
A96044,Male,White,Dark
A96072,Male,White,Blue
A96092,Male,White,Blue
A96128,Male,Dark,Dark
A96174,Male,White,Blue
A96180,Male,Dark,Dark
A96214,Male,Dark,Dark
A96270,Male,White,Dark
A97512,Male,Dark,Dark
A97519,Male,Dark,Dark
A97532,Male,White,Blue
A97536,Male,White,Blue
A97665,Male,White,Blue
A97723,Male,White,Green
A97772,Male,White,Hazel
A97785,Male,White,Blue
A97801,Male,White,Dark
A97808,Male,White,Dark
A97828,Male,White,Dark
A97884,Male,White,Blue
A97885,Male,White,Blue
A97917,Male,White,Green
A98155,Male,White,Dark
A98206,Male,Dark,Dark
A98222,Male,White,Hazel
A98232,Male,White,Blue
A98333,Male,White,Hazel
A98347,Male,White,Dark
B00002,Male,Dark,Dark
B00018,Male,Dark,Dark
B00040,Male,Dark,Dark
B00045,Male,Dark,Dark
B00050,Male,White,Dark
B00077,Male,Dark,Dark
B00094,Male,Dark,Dark
B00118,Male,Dark,Dark
B00124,Male,Dark,Dark
B00131,Male,Hispanic,Dark
B00149,Male,Dark,Dark
B00160,Male,Dark,Dark
B00161,Male,Dark,Dark
B00203,Male,Dark,Dark
B00206,Male,Dark,Dark
B00208,Male,Dark,Dark
B00217,Male,Dark,Dark
B00230,Male,Dark,Dark
B00255,Male,Dark,Dark
B00270,Male,Dark,Dark
B00284,Male,Dark,Dark
B00291,Male,White,Hazel
B00296,Male,White,Dark
B00298,Male,Dark,Dark
B00315,Male,Dark,Dark
B00327,Male,Dark,Dark
B00347,Male,Dark,Dark
B00358,Male,Dark,Dark
B00368,Male,Dark,Dark
B00375,Male,Dark,Dark
B00387,Male,Dark,Dark
B00398,Male,Asian,Dark
B00447,Male,Dark,Dark
B00466,Male,Dark,Dark
B00481,Male,Dark,Dark
B00489,Male,Dark,Dark
B00492,Male,Dark,Dark
B00496,Male,Dark,Dark
B00499,Male,Dark,Dark
B00510,Male,Dark,Dark
B00528,Male,White,Dark
B00538,Male,White,Blue
B00562,Male,White,Green
B00573,Male,White,Dark
B00578,Male,Dark,Dark
B00591,Male,Hispanic,Dark
B00592,Male,Dark,Dark
B00611,Male,Dark,Dark
B00613,Male,Dark,Dark
B00618,Male,Dark,Dark
B00627,Male,Dark,Dark
B00632,Male,Dark,Dark
B00643,Male,Dark,Dark
B00651,Male,Dark,Dark
B00659,Male,Dark,Dark
B00663,Male,Hispanic,Dark
B00691,Male,White,Dark
B00708,Male,Dark,Dark
B00719,Male,Dark,Dark
B00727,Male,Hispanic,Dark
B00732,Male,Dark,Dark
B00734,Male,Dark,Dark
B00750,Male,Dark,Dark
B00778,Male,Dark,Dark
B00780,Male,White,Blue
B00796,Male,Hispanic,Dark
B00804,Male,Dark,Dark
B00830,Male,Dark,Dark
